"INDEX","KIDSDRIV","AGE","HOMEKIDS","YOJ","INCOME","PARENT1","HOME_VAL","MSTATUS","SEX","EDUCATION","JOB","TRAVTIME","CAR_USE","BLUEBOOK","TIF","CAR_TYPE","RED_CAR","OLDCLAIM","CLM_FREQ","REVOKED","MVR_PTS","CAR_AGE","URBANICITY","JOB_EDU","HOME_INCOME","MVR_PTS_Trans","AGE_SEX","BLUEBOOK_TRAN","TARGET_FLAG_Proba","TARGET_FLAG","TARGET_AMT"
5410,0,43,1,11,82918,1,0,0,0,3,6,15,0,21950,6,3,0,5074,3,0,4,12,1,3,0,2,3.78418963391826,118.248675695561,0.6,1,4422.23650758922
5411,0,50,0,14,33392,0,175499,1,1,2,4,50,0,5470,1,6,0,8270,2,0,3,1,0,2,125.778533828988,1,7.86365126544865,68.2928393657485,0.4,0,0
5416,0,44,0,0,0,0,0,0,1,5,2,26,0,5900,7,2,0,8822,2,0,0,15,1,2,0,0,7.61332497954064,70.3823799560038,0.6,1,3386.5750625673
5424,0,36,1,8,20494,0,0,1,0,2,1,22,1,5000,1,4,1,1091,1,0,5,7,1,1,0,2,3.61091791264422,65.8896416298301,0.8,1,3584.16180412988
5426,0,46,0,10,63807,0,195795,1,0,4,5,5,1,27170,4,5,0,5788,3,0,6,8,1,3,134.808481973066,2,3.85014760171006,128.561982369273,0.5,1,4782.97178539244
5428,0,29,4,10,53758,0,139900,1,1,3,4,45,0,22540,5,6,0,0,0,0,0,9,1,2,129.059091022232,0,6.80239476332431,119.485383043469,0.5,0,0
5430,0,49,0,7,67026,0,239518,0,1,4,6,72,0,7690,4,2,0,4832,2,0,0,19,1,3,137.648082096728,0,7.82404601085629,78.1962109562428,0.5,0,0
5433,0,45,0,12,73473,0,251927,1,1,3,3,32,1,10710,8,2,0,0,0,0,0,9,1,2,139.351554712829,0,7.65728279297819,89.1517938512736,0.4,0,0
5437,0,48,0,8,146434,0,381639,0,0,4,5,27,0,44050,4,1,0,0,0,0,0,21,0,3,152.868789929279,0,3.89182029811063,155.292614197675,0,0,0
5440,0,43,2,14,92731,1,274126,0,1,4,7,18,0,18730,4,2,0,1558,3,0,0,12,1,3,143.212514295322,0,7.56837926783652,111.109170654922,0.4,0,0
5442,0,34,1,0,0,1,0,0,0,2,1,32,1,11910,4,4,0,2361,3,0,4,1,1,1,0,2,3.55534806148941,92.9694451370526,0.9,1,3980.48503634621
5445,0,40,0,11,59822,0,171876,1,1,2,3,51,1,18110,1,1,0,7769,3,0,4,1,1,2,132.589577396575,2,7.42714413340862,109.649333685004,0.7,1,4248.15009446995
5449,0,54,0,9,3032,0,96814,1,1,5,8,51,0,6900,6,2,0,0,0,0,1,16,1,4,92.0431575918533,1,8.01466637046494,74.9032183840982,0.3,0,0
5452,0,37,1,0,0,0,0,1,1,2,1,29,0,5200,1,2,0,0,0,0,1,6,1,1,0,1,7.27517231945277,66.9285931439942,0.6,1,3388.90417122353
5460,0,48,0,12,144922,0,0,0,0,4,6,31,1,6300,1,4,0,0,0,1,0,20,1,3,0,0,3.89182029811063,72.2434493160955,0.7,1,3427.62071006318
5461,1,41,2,0,0,0,0,1,0,1,1,18,0,1500,11,1,1,0,0,0,1,8,0,0,0,1,3.73766961828337,40.5424053774084,0.2,0,0
5465,0,33,3,13,34200,1,0,0,0,2,6,5,0,23460,11,1,0,4675,3,0,1,1,1,2,0,1,3.52636052461616,121.374624169624,0.5,0,0
5467,0,57,0,18,136210,0,407853,1,1,3,6,38,0,3080,9,2,0,8982,2,0,2,11,1,3,152.723941112719,1,8.12088602109284,54.2657895021226,0.3,0,0
5471,1,44,3,16,119998,0,331683,1,0,5,7,34,1,5900,10,4,1,0,0,0,2,11,1,4,148.669148954892,1,3.80666248977032,70.3823799560038,0.4,0,0
5474,0,33,2,11,21460,1,0,0,0,3,1,10,1,27960,6,5,1,2706,3,0,7,1,1,1,0,2,3.52636052461616,130.012970078841,0.9,1,4887.46309121063
5475,0,41,0,12,135103,0,321449,1,0,5,7,47,0,15720,14,1,0,0,0,0,0,19,1,4,149.806041923316,0,3.73766961828337,103.713804486034,0.1,0,0
5480,0,44,3,12,69620,0,239561,1,0,4,6,37,0,12860,7,1,1,0,0,0,1,15,1,3,138.120403889343,1,3.80666248977032,95.8266690101759,0.2,0,0
5481,0,48,0,13,36835,0,167142,1,0,2,3,20,1,17360,6,1,0,32434,2,0,2,10,1,2,126.450502125949,1,3.89182029811063,107.841631841506,0.5,1,4091.80211752988
5484,0,45,2,8,32097,0,129938,1,1,5,6,19,0,9210,1,2,0,0,0,0,0,14,1,3,122.182000750089,0,7.65728279297819,83.9884988232049,0.3,0,0
5494,0,41,0,0,0,0,0,0,0,3,1,28,1,24450,6,5,1,4033,1,0,1,14,0,1,0,1,3.73766961828337,123.35729287594,0.4,0,0
5495,0,37,0,7,61790,0,0,0,0,2,3,32,1,13700,4,1,0,7373,3,1,2,7,1,2,0,1,3.63758615972639,98.2465556462929,0.8,1,3927.00027747069
5497,1,42,1,14,52141,0,152990,1,1,2,3,38,1,10820,13,2,0,0,0,0,0,9,0,2,129.668745071112,0,7.52240023138712,89.5123909955433,0.2,0,0
5499,0,58,0,8,77297,0,280067,0,0,3,3,5,1,7300,4,4,0,3075,4,0,5,1,1,2,141.174385801296,2,4.07753744390572,76.5980229889822,0.7,1,3759.24176304347
5507,0,40,0,10,27073,0,126366,1,0,1,3,38,1,24870,4,5,1,0,0,0,0,1,0,1,119.893193662092,0,3.71357206670431,124.183477233602,0.2,0,0
5510,0,51,0,11,48333,0,147634,0,1,2,3,40,1,11430,4,2,0,0,0,0,1,1,0,2,128.3790435432,1,7.90248743716286,91.4721797800873,0.3,0,0
5515,0,46,0,13,14193,0,0,1,1,2,1,40,1,2920,1,2,0,0,0,0,4,8,0,1,0,2,7.70029520342012,53.1131258415513,0.5,0,0
5516,0,60,0,15,63192,0,254621,1,0,5,7,12,0,13820,6,1,1,7575,2,0,0,16,1,4,137.594418862523,0,4.11087386417331,98.5847176387087,0.2,0,0
5517,0,36,0,12,103138,0,290185,0,0,5,7,35,0,17960,1,3,1,0,0,0,3,20,1,4,145.201531842458,1,3.61091791264422,109.291536349482,0.3,0,0
5524,0,53,0,11,168419,0,0,0,0,5,7,17,0,15340,6,1,0,0,0,0,0,15,1,4,0,0,3.98898404656427,102.719875380506,0.2,0,0
5530,0,33,1,10,34192,1,0,0,1,2,3,22,1,13670,1,2,0,0,0,0,0,7,0,2,0,0,7.05272104923232,98.16173021833,0.4,0,0
5534,0,30,3,12,31806,0,140927,1,1,2,2,34,0,14720,1,2,0,0,0,0,3,1,1,1,122.916434066838,1,6.86797440897029,101.06509424347,0.5,1,4045.88608399192
5543,0,57,0,9,26222,0,165896,1,0,1,4,73,1,23720,11,5,1,4006,1,0,0,1,1,1,122.287264730836,0,4.06044301054642,121.900239982044,0.6,1,4279.26003532039
5545,0,56,0,14,22881,0,174663,1,0,2,3,19,1,7100,1,4,1,995,3,0,3,1,1,2,121.166155337404,1,4.04305126783455,75.757975813559,0.7,1,3642.49643811468
5558,0,64,0,15,185586,0,0,0,1,5,6,30,0,43090,1,4,0,3475,1,0,1,10,1,3,0,1,8.34877453979127,153.962800882738,0.4,0,0
5562,0,44,1,16,89888,1,302923,0,0,3,5,13,1,24420,10,5,1,0,0,0,0,8,1,3,143.962007618853,0,3.80666248977032,123.297946185528,0.4,0,0
5573,0,30,5,0,0,0,0,1,0,2,1,6,1,16810,1,3,0,1975,3,0,8,1,1,1,0,2,3.43398720448515,106.485173447998,0.8,1,4452.48053188275
5581,1,62,1,15,60216,0,227488,1,1,2,3,49,1,20490,9,2,0,0,0,1,0,7,0,2,135.753860640485,0,8.28626945278307,115.097564178564,0.3,0,0
5583,0,45,0,11,53556,0,167505,1,0,1,3,63,1,19050,4,3,1,0,0,0,3,1,1,1,130.975332091128,1,3.8286413964891,111.851001958067,0.6,1,4250.47867465289
5587,0,44,0,10,63426,0,209773,0,0,2,3,26,1,2330,13,1,1,0,0,1,0,1,1,2,135.498014919455,0,3.80666248977032,48.4889896520065,0.5,0,0
5589,0,31,1,14,86794,1,0,0,1,3,3,55,1,19910,4,2,0,4156,1,1,2,8,1,2,0,1,6.93147180559945,113.807383324041,0.8,1,4211.25367748327
5591,0,46,0,10,121840,0,326187,0,1,4,7,31,0,29300,3,6,0,0,0,0,1,9,1,3,148.667128336387,1,7.70029520342012,132.417454883231,0.3,0,0
5596,0,65,0,14,99606,0,231739,1,1,4,7,45,0,13350,6,6,0,5906,2,0,4,9,1,3,142.174798994448,2,8.37930948405285,97.2497008716523,0.5,1,4068.9324028363
5606,0,46,0,0,0,0,0,0,0,2,1,32,1,9200,3,4,0,11583,3,0,3,1,1,1,0,1,3.85014760171006,83.9523976999701,0.9,1,3774.52599250019
5608,0,42,1,7,75626,1,246952,0,0,3,5,35,0,13260,6,1,1,5754,5,0,0,8,1,3,139.486697369353,0,3.76120011569356,96.990770102664,0.5,1,3797.44120838512
5611,0,24,1,7,51505,0,201604,1,1,4,6,5,0,8210,10,2,0,8401,1,0,0,16,1,3,132.515937986498,0,6.4377516497364,80.2512683575237,0.2,0,0
5612,0,54,0,6,40355,0,188388,1,0,4,7,42,0,17460,1,3,1,2629,3,0,1,9,1,3,128.817149195173,1,4.00733318523247,108.08540347633,0.4,0,0
5614,0,45,0,7,18503,0,0,0,0,1,3,23,0,3350,6,1,1,0,0,0,0,1,1,1,0,0,3.8286413964891,56.1300244468824,0.5,0,0
5620,0,51,0,15,108237,0,305752,1,1,3,6,27,0,25840,4,1,0,0,0,0,2,11,1,3,146.414245750232,1,7.90248743716286,126.059262658299,0.2,0,0
5623,0,38,0,0,0,0,0,1,1,1,1,22,0,17680,10,1,0,0,0,0,0,9,1,0,0,0,7.32712329225929,108.618689347038,0.4,0,0
5624,0,49,0,14,45321,0,191423,1,0,4,6,33,0,20120,1,1,0,5996,3,0,4,13,1,3,130.398103911514,2,3.91202300542815,114.277159581509,0.4,0,0
5626,0,51,0,13,63150,0,190671,1,1,3,6,57,0,9270,1,2,0,6662,1,0,5,12,1,3,134.389252423919,2,7.90248743716286,84.2046000136245,0.5,1,3858.21478864484
5633,0,67,0,13,94046,0,0,0,1,5,8,5,0,17600,1,6,0,0,0,0,3,14,1,4,0,1,8.43901541035221,108.425242823632,0.4,0,0
5635,0,61,0,5,102203,0,306677,0,1,3,6,23,0,17820,10,2,0,0,0,0,0,10,1,3,145.724580568421,0,8.25426877009018,108.955927133013,0.2,0,0
5640,0,54,0,6,43946,0,0,0,1,5,8,54,0,16320,1,4,0,0,0,1,2,14,1,4,0,1,8.01466637046494,105.253464682419,0.6,1,4072.91754806073
5643,0,50,0,8,82493,0,244793,0,1,5,8,36,0,34440,1,4,0,0,0,0,0,7,1,4,140.466477032345,0,7.86365126544865,141.059606138082,0.2,0,0
5644,0,47,0,8,59135,0,197231,0,1,2,3,9,1,6200,7,6,0,0,0,0,0,10,1,2,133.962254220673,0,7.74240202181578,71.7851712761284,0.6,1,3444.38412629009
5653,0,38,2,10,35311,0,179004,1,0,2,3,35,1,19510,11,3,1,956,2,0,0,10,1,2,126.660345410615,0,3.66356164612965,112.904053473089,0.5,0,0
5663,0,41,0,11,23250,0,158854,1,1,1,3,23,0,14020,6,6,0,0,0,0,0,1,0,1,120.405400040476,0,7.47533923656674,99.1443235167986,0.2,0,0
5664,0,47,0,0,0,0,0,0,0,1,1,25,0,6200,9,4,0,25973,1,1,0,5,1,0,0,0,3.87120101090789,71.7851712761284,0.8,1,3430.76884884816
5667,0,48,0,8,54834,0,162052,1,0,2,3,21,1,20970,4,3,0,639,3,0,3,1,1,2,130.897853305305,1,3.89182029811063,116.148383614519,0.6,1,4330.59146950628
5671,0,47,0,7,21517,0,130812,1,0,2,4,12,1,8350,10,4,0,7143,2,0,7,1,1,2,117.540084380932,2,3.87120101090789,80.7907706357899,0.6,1,3936.66166959052
5673,0,47,0,13,45431,0,192184,1,0,1,3,45,1,16780,4,3,0,3809,2,0,5,1,1,1,130.470135148948,2,3.87120101090789,106.410403415432,0.7,1,4268.61581918846
5676,0,41,0,14,173691,0,428992,1,1,5,6,18,1,33440,6,4,0,3189,1,0,0,16,1,3,156.473852735002,0,7.47533923656674,139.443890545509,0.2,0,0
5678,0,42,0,5,13373,0,0,1,1,3,1,5,1,29730,10,4,0,0,0,0,0,12,1,1,0,0,7.52240023138712,133.174642481398,0.4,0,0
5698,0,44,0,12,70135,0,271926,1,0,3,3,33,1,20760,1,1,0,0,0,1,0,10,1,2,139.625674056992,0,3.80666248977032,115.69049346088,0.5,0,0
5700,0,34,3,11,159559,0,387220,1,0,4,6,54,0,42560,4,1,0,0,0,0,0,21,1,3,154.14593102292,0,3.55534806148941,153.220799881057,0.1,0,0
5705,0,51,0,0,0,0,0,0,1,2,2,5,0,16760,6,2,0,0,0,0,1,4,1,1,0,1,7.90248743716286,106.360510957259,0.5,0,0
5706,0,50,0,6,0,0,0,0,1,1,1,48,0,6500,1,6,0,0,0,0,6,4,1,0,0,2,7.86365126544865,73.1467359641131,0.9,1,3771.67312367521
5711,0,48,0,12,106409,0,298537,1,1,3,5,25,0,18900,17,2,0,0,0,0,1,8,1,3,145.9226940712,1,7.78364059622125,111.504232385979,0.2,0,0
5712,0,38,0,0,0,0,0,1,1,3,1,29,1,5300,1,6,0,8080,1,1,5,11,1,1,0,2,7.32712329225929,67.4388480267737,0.9,1,3623.39258564879
5716,0,50,0,11,54344,0,0,0,0,3,6,50,0,1500,1,1,1,3850,1,0,1,10,1,3,0,1,3.93182563272433,40.5424053774084,0.6,1,3012.03251493014
5719,0,38,0,9,156060,0,381438,1,0,3,3,29,1,25230,1,5,1,8207,1,0,7,9,1,2,153.680731729187,2,3.66356164612965,124.884819063772,0.5,1,4772.35288712003
5725,0,32,1,9,89286,1,0,0,1,2,3,37,1,4700,6,6,0,0,0,1,1,9,1,2,0,1,6.99301512293296,64.2820429516289,0.9,1,3381.3878506239
5728,0,44,2,11,242731,0,588089,1,1,5,8,37,0,18490,7,2,0,0,0,0,2,17,1,4,164.725667832846,1,7.61332497954064,110.547656882426,0.1,0,0
5734,0,60,3,17,6104,0,0,1,1,3,1,31,1,8540,1,2,0,0,0,0,0,7,0,1,0,0,8.22174772834662,81.514111055816,0.4,0,0
5735,1,43,2,12,23996,0,150242,1,1,1,2,47,0,7100,6,6,0,0,0,0,0,7,0,1,120.221447906652,0,7.56837926783652,75.757975813559,0.3,0,0
5743,0,41,0,14,134293,0,320228,1,0,4,7,35,1,17160,13,3,1,2269,3,0,1,1,1,3,149.684851839432,1,3.73766961828337,107.351480141258,0.3,0,0
5754,0,50,0,7,22254,0,127571,1,1,1,3,56,0,17420,10,2,0,0,0,0,0,1,1,1,117.685711617038,0,7.86365126544865,107.987998319123,0.4,0,0
5755,0,46,0,7,82149,0,0,0,0,3,3,19,1,19980,7,3,1,8054,2,0,0,10,1,2,0,0,3.85014760171006,113.964313177884,0.6,1,4106.7078158055
5756,0,50,0,12,58643,0,212459,1,1,3,5,33,0,20680,15,6,0,0,0,0,2,8,1,3,134.67695314103,1,7.86365126544865,115.515308600803,0.3,0,0
5766,0,48,0,6,180034,0,306956,1,1,4,6,39,0,27530,4,1,0,0,0,0,0,20,1,3,152.888455555317,0,7.78364059622125,129.226371965552,0.1,0,0
5770,0,43,0,6,86530,0,0,0,1,3,3,54,1,15490,6,6,0,2441,2,0,0,13,1,2,0,0,7.56837926783652,103.114008483102,0.8,1,3944.3728952103
5774,0,39,0,10,70436,0,0,0,0,4,5,52,0,12480,1,1,0,0,0,0,0,14,1,3,0,0,3.68887945411394,94.6999221989916,0.4,0,0
5775,0,37,0,11,39777,0,123004,0,1,1,3,5,0,13670,4,2,0,0,0,0,0,8,0,1,124.127123084372,0,7.27517231945277,98.16173021833,0.1,0,0
5776,0,40,2,15,175263,0,447360,1,1,3,5,37,1,34390,1,3,0,0,0,0,0,9,1,3,157.096910292492,0,7.42714413340862,140.979512097795,0.3,0,0
5778,0,49,0,11,29016,0,0,0,1,1,3,25,0,16390,10,2,0,0,0,0,0,1,0,1,0,0,7.82404601085629,105.430805472195,0.2,0,0
5786,0,54,0,0,0,0,0,0,1,2,1,38,1,7180,6,6,0,19036,2,1,4,5,0,1,0,2,8.01466637046494,76.0957226819269,0.8,1,3714.48654819249
5787,0,53,0,13,35516,0,0,0,1,2,4,21,0,21770,7,1,0,1105,2,0,6,1,1,2,0,2,7.97796809312855,117.867304514116,0.6,1,4527.13541595342
5791,0,39,0,12,0,0,80529,1,0,3,2,52,0,18420,6,1,1,8698,1,0,4,7,1,2,0,2,3.68887945411394,110.38303689212,0.5,1,4256.75828566171
5794,0,35,1,12,8701,0,80364,1,0,4,5,28,0,6050,10,4,1,23176,1,0,6,17,1,3,102.454384548686,2,3.58351893845611,71.0891337476015,0.5,1,3710.35048329956
5803,0,54,0,16,63195,0,211882,1,1,3,3,29,1,11440,7,2,0,0,0,0,0,2,1,2,135.563883757922,0,8.01466637046494,91.5037640365286,0.4,0,0
5804,0,49,0,13,7784,0,98722,1,1,1,4,50,0,13160,5,1,1,1943,3,0,0,7,1,1,103.040128085522,0,7.82404601085629,96.7017960208403,0.5,1,3793.41173363443
5808,0,55,0,12,8088,0,0,1,1,2,1,16,1,7810,4,2,0,0,0,1,2,1,0,1,0,1,8.0507033814703,78.6778782343406,0.4,0,0
5810,1,38,2,14,8117,0,99799,1,0,1,4,22,0,6110,13,1,1,0,0,0,2,7,0,1,103.619480870094,1,3.66356164612965,71.368810817169,0.1,0,0
5813,0,36,2,12,24612,0,193683,1,1,3,4,36,0,6580,1,6,0,21939,2,1,1,8,1,2,123.091510257805,1,7.22183582528845,73.5032528721703,0.8,1,3520.30348761058
5828,2,45,3,10,64015,1,0,0,0,2,3,36,1,12400,6,1,0,0,0,0,0,1,0,2,0,0,3.8286413964891,94.4600280869519,0.4,0,0
5839,1,40,2,9,214199,1,539729,0,1,5,8,48,0,31980,1,1,0,30986,2,1,0,17,1,4,162.01115236439,0,7.42714413340862,137.030565041939,0.4,0,0
5842,0,43,0,10,97953,0,0,0,0,3,3,43,1,13080,1,1,0,6748,3,0,0,7,1,2,0,0,3.78418963391826,96.4696411019402,0.7,1,3789.58711649611
5843,0,35,0,12,78021,0,223694,1,1,3,6,7,0,12800,10,2,0,0,0,0,0,1,1,3,138.759579697052,0,7.16703787691222,95.6501383813087,0.2,0,0
5844,0,52,0,15,58869,0,173894,1,0,3,5,8,0,7390,3,4,0,2799,2,0,7,9,1,3,132.524199485172,2,3.97029191355212,76.971418815412,0.5,1,3865.8671030431
5847,0,39,2,12,71486,1,0,0,0,4,2,37,1,26380,8,5,1,4718,2,0,6,14,1,2,0,2,3.68887945411394,127.084760161816,0.8,1,4746.8425787427
5851,0,46,0,7,38786,0,150824,0,0,3,3,9,1,10580,9,1,1,0,0,0,2,7,0,2,125.98576573114,1,3.85014760171006,88.7226790863855,0.1,0,0
5854,0,40,0,11,119244,0,349833,0,1,3,3,23,1,29930,4,6,0,0,0,0,6,1,0,2,149.211763235492,2,7.42714413340862,133.524524179263,0.3,0,0
5857,0,39,0,11,90635,0,251424,1,0,3,3,18,1,5400,1,1,0,0,0,0,1,9,0,2,141.939493802884,1,3.68887945411394,67.9432047378023,0.1,0,0
5866,0,41,2,16,35636,0,150462,1,1,2,4,42,0,15120,6,6,0,5358,1,0,7,1,1,2,124.950618588317,2,7.47533923656674,102.137494231904,0.7,1,4340.61946896882
5874,0,50,0,14,78510,0,232988,1,1,1,4,64,0,1500,6,6,0,0,0,0,0,3,1,1,139.295358150972,0,7.86365126544865,40.5424053774084,0.6,1,3011.23427346023
5886,0,36,3,12,17663,1,134466,0,1,2,2,61,0,20020,4,2,0,0,0,0,0,6,0,1,115.484288748347,0,7.22183582528845,114.053835320934,0.3,0,0
5895,0,53,0,7,34730,0,169666,1,1,2,5,5,0,10270,15,2,0,0,0,0,1,1,1,2,125.89952591904,1,7.97796809312855,87.6861216111667,0.2,0,0
5897,0,56,0,9,67620,0,245585,1,1,4,7,24,0,20500,25,2,0,0,0,0,0,17,1,3,138.035570478731,0,8.0861025356691,115.119610089672,0.1,0,0
5898,0,46,0,8,51822,0,174401,1,1,2,3,30,0,7870,1,2,0,0,0,0,0,1,1,2,131.017391569903,0,7.70029520342012,78.9170028179403,0.4,0,0
5900,0,20,0,10,38681,0,0,0,1,3,5,64,0,17010,9,2,1,30646,1,1,10,10,1,3,0,2,6.08904487544685,106.98155166852,0.8,1,4569.04979224864
5902,1,39,1,0,0,0,64780,1,0,2,2,19,0,22050,1,1,1,2969,1,0,2,1,1,1,0,1,3.68887945411394,118.459716384154,0.5,1,4292.49280945662
5908,0,38,0,10,39852,0,0,0,1,2,4,29,0,11310,1,2,0,0,0,1,1,1,1,2,0,1,7.32712329225929,91.0918333620376,0.7,1,3767.7119943961
5909,0,58,0,15,3256,0,122217,1,1,1,2,60,0,18400,1,1,0,0,0,0,1,1,0,1,94.745867077833,1,8.15507488781144,110.335931829921,0.2,0,0
5912,0,55,0,12,63376,0,225111,1,1,3,3,25,1,13340,7,2,0,0,0,0,2,14,0,2,136.268603799293,1,8.0507033814703,97.2209840052434,0.2,0,0
5913,0,51,0,7,70195,0,269925,1,0,3,6,71,0,18950,10,3,0,0,0,0,2,8,1,3,139.553955866146,1,3.95124371858143,111.620010050552,0.3,0,0
5917,0,38,0,9,34648,0,0,0,0,2,3,47,1,10760,1,4,0,0,0,1,2,1,0,2,0,1,3.66356164612965,89.315983166075,0.6,1,3810.00740640225
5918,0,29,2,11,47621,1,196036,0,1,2,3,26,1,17130,9,1,0,5584,3,0,6,1,1,2,131.256648958391,2,6.80239476332431,107.27765431584,0.7,1,4323.54799996302
5921,0,43,2,9,159443,0,423784,1,0,3,5,20,0,21740,3,3,1,4538,1,0,3,5,1,3,155.217487026334,1,3.78418963391826,117.803553973597,0.3,0,0
5931,0,48,0,0,0,0,127576,1,1,2,2,30,0,6300,4,2,0,0,0,0,0,9,1,1,0,0,7.78364059622125,72.2434493160955,0.5,0,0
5942,0,44,0,12,6591,0,65192,0,1,1,2,33,0,2160,9,2,0,0,0,0,2,1,1,1,97.4781340732836,1,7.61332497954064,47.0245838946366,0.6,1,3154.84876516652
5943,0,47,0,12,101498,0,0,0,0,4,5,51,1,11770,10,4,1,21063,1,1,6,12,1,3,0,2,3.87120101090789,92.5366448032816,0.8,1,4076.69882131723
5950,0,50,0,11,134152,0,0,0,0,5,8,5,0,29550,10,1,1,0,0,0,1,11,1,4,0,1,3.93182563272433,132.858506832875,0.1,0,0
5954,0,39,0,12,44738,0,217422,1,1,3,4,26,0,29640,6,1,0,0,0,0,3,10,0,2,131.604421886493,1,7.37775890822787,133.016722524788,0.1,0,0
5983,0,49,0,6,173894,0,423673,1,1,5,8,8,0,23790,6,1,0,0,0,0,3,15,1,4,156.338459702621,1,7.82404601085629,122.041144819194,0.1,0,0
5995,0,19,0,6,5336,0,0,0,1,2,4,26,0,11650,6,6,1,1845,2,0,7,1,1,2,0,2,5.99146454710798,92.1631414145031,0.8,1,4156.51747326325
6002,0,45,1,8,47389,1,204888,0,1,3,2,23,0,26730,20,4,0,0,0,0,2,9,1,2,131.672624310253,1,7.65728279297819,127.74254224044,0.3,0,0
6005,0,38,2,10,23536,0,98782,1,1,2,2,84,0,10430,10,2,0,0,0,0,0,1,0,1,115.769635894031,0,7.32712329225929,88.2234900486456,0.2,0,0
6009,0,56,0,12,25891,0,127035,1,1,3,2,42,0,19280,6,2,0,35012,3,1,0,1,1,2,119.422467290905,0,8.0861025356691,112.379462874304,0.6,1,4075.5907336534
6011,0,59,0,9,28818,0,153289,1,1,3,2,6,0,29230,6,4,0,0,0,0,1,1,0,2,122.610246290617,1,8.1886891244442,132.293545094789,0.1,0,0
6012,0,31,0,11,86264,0,0,0,0,4,5,32,0,14930,1,1,0,0,0,0,0,18,0,3,0,0,3.46573590279973,101.630312360579,0.1,0,0
6019,0,51,0,11,93785,0,287311,1,1,4,7,31,0,6600,1,2,0,1230,3,0,1,12,1,3,143.891861838085,1,7.90248743716286,73.5919642965847,0.4,0,0
6021,0,40,2,14,140171,0,352820,1,0,2,6,16,0,5600,4,4,1,5735,1,0,8,6,1,2,151.376526284479,2,3.71357206670431,68.934917510923,0.4,0,0
6029,0,49,0,11,39220,0,201872,0,1,1,3,34,1,16430,10,2,0,5161,1,0,11,7,1,1,129.201827213804,2,7.82404601085629,105.531933603636,0.7,1,4606.81786831022
6036,0,50,0,12,45215,0,0,0,1,2,3,33,1,26460,6,1,0,0,0,0,4,13,1,2,0,2,7.86365126544865,127.235582227071,0.6,1,4574.83241895163
6037,0,39,0,14,93077,0,244764,1,0,3,5,29,0,14710,1,1,1,0,0,0,0,1,0,3,141.962940417917,0,3.68887945411394,101.03805552482,0.1,0,0
6038,0,55,0,9,162585,0,436688,1,1,5,8,12,0,17760,7,2,0,0,0,0,2,20,1,4,155.83024294624,1,8.0507033814703,108.811597278377,0.1,0,0
6043,0,48,0,13,38896,0,214165,1,0,1,4,75,0,10190,1,4,1,0,0,0,1,1,0,1,129.725240194324,1,3.89182029811063,87.41550176806,0.3,0,0
6045,0,58,0,14,73463,0,229325,1,0,4,7,34,0,20710,6,3,1,11061,2,0,2,18,1,3,138.296648020742,1,4.07753744390572,115.58105177574,0.3,0,0
6047,2,57,3,14,106140,1,347576,0,1,4,7,39,0,7200,4,2,0,0,0,1,4,15,1,3,147.650838133567,2,8.12088602109284,76.1797967048675,0.7,1,3672.2525562416
6048,0,49,0,13,112039,0,278669,1,1,5,8,34,0,29650,11,4,0,0,0,0,0,14,1,4,145.771935188868,0,7.82404601085629,133.034283764309,0.1,0,0
6061,0,32,3,11,62615,0,184803,1,0,4,5,18,1,24660,1,5,0,2130,2,0,4,14,1,3,133.940564152528,2,3.49650756146648,123.771468841203,0.6,1,4550.26377035812
6063,0,54,0,12,38349,0,169694,0,1,3,2,27,0,10620,6,6,0,0,0,0,0,11,1,2,127.094852765151,0,8.01466637046494,88.8550587522135,0.5,1,3708.84837646742
6064,0,31,4,12,15292,1,0,0,1,1,4,24,0,15190,6,2,0,0,0,0,1,1,0,1,0,1,6.93147180559945,102.323360388947,0.3,0,0
6068,0,49,0,10,42071,0,160036,0,1,1,3,48,0,10610,10,2,0,36189,3,1,8,8,1,1,127.586358164378,2,7.82404601085629,88.8219926774642,0.8,1,4107.8109585018
6069,0,52,0,12,201192,0,493471,1,0,5,6,34,0,17210,10,3,1,0,0,0,3,17,1,3,160.090072926229,1,3.97029191355212,107.4743466658,0.1,0,0
6070,0,42,0,8,52292,0,172461,1,0,2,3,38,1,22960,6,5,1,6597,2,0,3,1,1,2,131.004824800248,1,3.76120011569356,120.3536449163,0.6,1,4432.24787375297
6071,0,31,4,14,48317,0,133939,1,1,2,4,41,0,26130,7,2,0,0,0,0,0,1,1,2,127.325117023993,0,6.93147180559945,126.611616724645,0.3,0,0
6074,0,30,1,10,63425,1,222135,0,1,2,6,36,0,17230,9,1,0,4927,2,0,6,9,1,2,136.130971021044,2,6.86797440897029,107.523431687794,0.6,1,4321.45719830756
6079,0,53,0,12,180034,0,0,0,1,5,2,27,1,32950,6,4,0,3488,2,0,3,15,1,2,0,1,7.97796809312855,138.641310123215,0.6,1,4774.01608007359
6082,0,53,0,11,114179,0,310405,1,0,4,6,20,0,23080,6,1,0,0,0,0,4,16,1,3,147.265156107538,2,3.98898404656427,120.599919658043,0.2,0,0
6088,0,27,3,9,43915,1,0,0,0,2,3,39,1,3260,1,1,1,5476,3,0,2,7,1,2,0,1,3.3322045101752,55.5192547290966,0.9,1,3261.6125873551
